symbol,date,Stock Price,Number of Shares,Market Capitalization,- Cash & Cash Equivalents,+ Total Debt,Enterprise Value
PG,2019-06-30,120.41,2.5036E9,301458476000.0,4239000000.0,30092000000.0,327311476000.0
PG,2018-06-30,80.2,2.5293E9,202849860000.0,2569000000.0,31286000000.0,231566860000.0
PG,2017-06-30,90.21,2.5981E9,234374600999.99997,5569000000.0,31592000000.0,260397600999.99997
PG,2016-06-30,85.59,2.6989E9,230998851000.0,7102000000.0,30598000000.0,254494851000.0
PG,2015-06-30,77.39,2.7117E9,209858463000.0,6845000000.0,30350000000.0,233363463000.0
PG,2014-06-30,78.16,2.7198E9,212579568000.0,8558000000.0,35417000000.0,239438568000.0
PG,2013-06-30,80.44,2.7429E9,220638876000.0,5947000000.0,31543000000.0,246234876000.0
PG,2012-06-30,65.1,2.7513E9,179109629999.99997,4436000000.0,29778000000.0,204451629999.99997
PG,2011-06-30,61.49,2.804E9,172417960000.0,2768000000.0,32014000000.0,201663960000.0
PG,2010-06-30,61.16,2.9008E9,177412928000.0,2879000000.0,29832000000.0,204365928000.0
PG,2009-06-30,56.23,2.91470179E9,163893681651.69998,4781000000.0,36972000000.0,196084681651.69998
GIS,2019-05-26,51.09,6.004E8,30674436000.000004,450000000.0,13021300000.0,43245736000.0
GIS,2018-05-27,44.52,5.768E8,25679136000.0,399000000.0,14268800000.0,39548936000.0
GIS,2017-05-28,57.51,5.871E8,33764121000.0,766100000.0,8247600000.0,41245621000.0
GIS,2016-05-29,61.34,5.989E8,36736526000.0,763700000.0,8161100000.0,44133926000.0
GIS,2015-05-31,55.7,6.033E8,33603810000.0,334200000.0,8608100000.0,41877710000.0
GIS,2014-05-25,52.29,6.286E8,32869494000.0,867300000.0,7674100000.0,39676294000.0
GIS,2013-05-26,49.68,6.486E8,32222448000.0,741400000.0,7369400000.0,38850448000.0
GIS,2012-05-27,38.93,6.481E8,25230533000.0,471200000.0,6903100000.0,31662433000.0
GIS,2011-05-29,38.58,6.427E8,24795366000.0,619600000.0,6573800000.0,30749566000.0
GIS,2010-05-30,35.58,0.0,0.0,673200000.0,5375800000.0,4702600000.0
GIS,2009-05-31,25.24,6.57957348E8,16606843463.519999,749800000.0,7075500000.0,22932543463.519997
KO,2019-12-31,58.86,4.276E9,251685360000.0,6480000000.0,31769000000.0,276974360000.0
KO,2018-12-31,47.86,4.259E9,203835740000.0,8926000000.0,30361000000.0,225270740000.0
KO,2017-12-31,47.41,4.272E9,202535520000.0,6006000000.0,34480000000.0,231009520000.0
KO,2016-12-31,41.38,4.317E9,178637460000.0,8555000000.0,33211000000.0,203293460000.0
KO,2015-12-31,42.92,4.352E9,186787840000.0,7309000000.0,31084000000.0,210562840000.0
KO,2014-12-31,41.17,4.387E9,180612790000.0,8958000000.0,22615000000.0,194269790000.0
KO,2013-12-31,38.17,4.434E9,169245780000.0,10414000000.0,20178000000.0,179009780000.0
KO,2012-12-31,37.5,4.504E9,168900000000.0,8442000000.0,16313000000.0,176771000000.0
KO,2011-12-31,33.73,2.284E9,77039320000.0,12803000000.0,15697000000.0,79933320000.0
KO,2010-12-31,31.11,2.308E9,71801880000.0,8517000000.0,15317000000.0,78601880000.0
KO,2009-12-31,27.13,4.634362944E9,125730266670.72,9151000000.0,11859000000.0,128438266670.72
MDLZ,2019-12-31,58.8,1.445E9,84966000000.0,1291000000.0,15788000000.0,99463000000.0
MDLZ,2018-12-31,43.81,1.472E9,64488320000.0,1100000000.0,15180000000.0,78568320000.0
MDLZ,2017-12-31,44.34,1.513E9,67086420000.00001,761000000.0,14135000000.0,80460420000.0
MDLZ,2016-12-31,44.43,1.556E9,69133080000.0,1741000000.0,14668000000.0,82060080000.0
MDLZ,2015-12-31,43.1,1.618E9,69735800000.0,1870000000.0,15162000000.0,83027800000.0
MDLZ,2014-12-31,35.24,1.691E9,59590840000.0,1631000000.0,15395000000.0,73354840000.0
MDLZ,2013-12-31,32.93,1.774E9,58417820000.0,2664000000.0,15485000000.0,71238820000.0
MDLZ,2012-12-31,27.73,1.777E9,49276210000.0,4475000000.0,19151000000.0,63952210000.0
MDLZ,2011-12-31,38.18,1.765E9,67387700000.0,1974000000.0,26749000000.0,92162700000.0
MDLZ,2010-12-31,30.53,1.715E9,52358950000.0,2481000000.0,27974000000.0,77851950000.0
MDLZ,2009-12-31,27.66,1.475836525E9,40821638281.5,2101000000.0,18990000000.0,57710638281.5
KHC,2019-12-28,30.35,1.221E9,37057350000.0,2279000000.0,29238000000.0,64016350000.0
KHC,2018-12-29,46.9,1.219E9,57171100000.0,1130000000.0,31147000000.0,87188100000.0
KHC,2017-12-30,78.42,1.218E9,95515560000.0,1629000000.0,31076000000.0,124962560000.0
KHC,2016-12-31,89.08,1.217E9,108410360000.0,4204000000.0,31759000000.0,135965360000.0
KHC,2016-01-03,75.97,7.86E8,59712420000.0,4837000000.0,26475000000.0,81350420000.0
NWL,2019-12-31,20.0,4.233E8,8466000000.0,348600000.0,5723700000.0,13841100000.0
NWL,2018-12-31,20.92,4.737E8,9909804000.0,495700000.0,7015000000.0,16429104000.0
NWL,2017-12-31,25.73,4.867E8,12522791000.0,485700000.0,10552400000.0,22589491000.0
NWL,2016-12-31,46.28,4.213E8,19497764000.0,587500000.0,11892800000.0,30803064000.0
NWL,2015-12-31,38.78,2.693E8,10443454000.0,274800000.0,2693500000.0,12862154000.0
NWL,2014-12-31,36.87,2.761E8,10179807000.0,199400000.0,2091200000.0,12071607000.0
NWL,2013-12-31,30.27,2.886E8,8735922000.0,226300000.0,1662400000.0,10172022000.0
NWL,2012-12-31,23.65,2.912E8,6886880000.0,183800000.0,1707700000.0,8410780000.0
NWL,2011-12-31,18.6,2.936E8,5460960000.0,170200000.0,2073200000.0,7363960000.0
NWL,2010-12-31,19.34,2.824E8,5461616000.0,139600000.0,2233900000.0,7555916000.0
NWL,2009-12-31,13.57,2.777E8,3768389000.0,278300000.0,2508800000.0,5998889000.0
KMB,2019-12-31,144.63,3.436E8,49694868000.0,442000000.0,7747000000.0,56999868000.0
KMB,2018-12-31,107.87,3.48E8,37538760000.0,539000000.0,7455000000.0,44454760000.0
KMB,2017-12-31,118.5,3.536E8,41901600000.0,616000000.0,7425000000.0,48710600000.0
KMB,2016-12-31,120.59,3.594E8,43340046000.0,923000000.0,7572000000.0,49989046000.0
KMB,2015-12-31,128.42,3.638E8,46719195999.99999,619000000.0,7775000000.0,53875195999.99999
KMB,2014-12-31,107.96,3.745E8,40431020000.0,789000000.0,6956000000.0,46598020000.0
KMB,2013-12-31,103.93,3.84E8,39909120000.0,1054000000.0,5761000000.0,44616120000.0
KMB,2012-12-31,84.52,3.93E8,33216360000.0,1106000000.0,6185000000.0,38295360000.0
KMB,2011-12-31,68.4,3.957E8,27065880000.000004,764000000.0,6132000000.0,32433880000.000004
KMB,2010-12-31,62.06,4.124E8,25593544000.0,876000000.0,5464000000.0,30181544000.0
KMB,2009-12-31,56.94,4.15379458E8,23651706338.52,798000000.0,5402000000.0,28255706338.52
CPB,2019-07-28,40.07,3.01E8,12061070000.0,31000000.0,8474000000.0,20504070000.0
CPB,2018-07-29,40.54,3.01E8,12202540000.0,226000000.0,9894000000.0,21870540000.0
CPB,2017-07-30,52.15,3.05E8,15905750000.0,319000000.0,3536000000.0,19122750000.0
CPB,2016-07-31,66.06,3.09E8,20412540000.0,296000000.0,3533000000.0,23649540000.0
CPB,2015-08-02,47.27,3.12E8,14748240000.000002,253000000.0,4095000000.0,18590240000.0
CPB,2014-08-03,45.66,3.14E8,14337239999.999998,232000000.0,4015000000.0,18120240000.0
CPB,2013-07-28,44.79,3.14E8,14064060000.0,333000000.0,4453000000.0,18184060000.0
CPB,2012-07-29,33.38,3.17E8,10581460000.0,335000000.0,2790000000.0,13036460000.0
CPB,2011-07-31,34.65,3.26E8,11295900000.0,484000000.0,3084000000.0,13895900000.0
CPB,2010-08-01,35.31,3.4E8,12005400000.0,254000000.0,2780000000.0,14531400000.0
CPB,2009-08-02,29.7,3.52E8,10454400000.0,51000000.0,2624000000.0,13027400000.0
HRL,2019-10-27,43.54,5.34578E8,23275526120.0,672901000.0,250000000.0,22852625120.0
HRL,2018-10-28,39.4,5.30742E8,20911234800.0,459136000.0,624840000.0,21076938800.0
HRL,2017-10-29,32.14,5.28363E8,16981586820.0,444122000.0,250000000.0,16787464820.0
HRL,2016-10-30,37.93,5.2929E8,20075969700.0,415143000.0,250000000.0,19910826700.0
HRL,2015-10-25,31.09,2.64072E8,8209998480.0,347239000.0,435000000.0,8297759480.0
HRL,2014-10-26,25.11,2.63812E8,6624319320.0,334174000.0,250000000.0,6540145320.0
HRL,2013-10-27,21.15,2.64317E8,5590304550.0,434014000.0,250000000.0,5406290550.0
HRL,2012-10-28,14.62,2.63466E8,3851872920.0,682388000.0,250000000.0,3419484920.0
HRL,2011-10-30,13.51,2.66394E8,3598982940.0,463130000.0,250000000.0,3385852940.0
HRL,2010-10-31,11.17,1.33366E8,1489698220.0,467845000.0,350000000.0,1371853220.0
HRL,2009-10-25,9.0,5.36846104E8,4831614936.0,385252000.0,350000000.0,4796362936.0
K,2019-12-28,69.03,0.0,0.0,397000000.0,7820000000.0,7423000000.0
K,2018-12-29,58.12,3.47E8,20167640000.0,321000000.0,8717000000.0,28563640000.0
K,2017-12-30,67.76,3.48E8,23580480000.0,281000000.0,8245000000.0,31544480000.0
K,2016-12-31,72.67,3.5E8,25434500000.0,280000000.0,7329000000.0,32483500000.0
K,2016-01-02,73.59,3.54E8,26050860000.0,251000000.0,6555000000.0,32354860000.0
K,2015-01-03,66.47,3.58E8,23796260000.0,443000000.0,6542000000.0,29895260000.0
K,2013-12-28,59.86,3.63E8,21729180000.0,273000000.0,6619000000.0,28075180000.0
K,2012-12-29,58.41,3.58E8,20910780000.0,281000000.0,6837000000.0,27466780000.0
K,2011-12-31,49.47,3.62E8,17908140000.0,460000000.0,5798000000.0,23246140000.0
K,2011-01-01,50.3,3.76E8,18912800000.0,444000000.0,5860000000.0,24328800000.0
K,2010-01-02,54.72,0.0,0.0,334000000.0,4836000000.0,4502000000.0
CAG,2019-05-26,28.89,4.44E8,12827160000.0,236600000.0,10480400000.0,23070960000.0
CAG,2018-05-27,38.23,4.039E8,15441096999.999998,128000000.0,3342600000.0,18655697000.0
CAG,2017-05-28,37.0,4.319E8,15980300000.0,251400000.0,2772300000.0,18501200000.0
CAG,2016-05-29,36.65,4.344E8,15920760000.0,834500000.0,5293300000.0,20379560000.0
CAG,2015-05-31,34.02,4.261E8,14495922000.000002,183100000.0,7701000000.0,22013822000.0
CAG,2014-05-25,22.43,4.213E8,9449759000.0,183100000.0,8655900000.0,17922559000.0
CAG,2013-05-26,25.89,4.108E8,10635612000.0,183900000.0,9208900000.0,19660612000.0
CAG,2012-05-27,19.63,0.0,0.0,0.0,0.0,0.0
CAG,2011-05-29,20.02,0.0,0.0,0.0,0.0,0.0
CAG,2010-05-30,18.37,0.0,0.0,0.0,0.0,0.0
CAG,2009-05-31,14.83,4.47231212E8,6632438873.96,243200000.0,3483000000.0,9872238873.96
PEP,2019-12-28,142.14,1.399E9,198853859999.99997,5509000000.0,32068000000.0,225412859999.99997
PEP,2018-12-29,108.82,1.415E9,153980300000.0,8721000000.0,32321000000.0,177580300000.0
PEP,2017-12-30,119.67,1.425E9,170529750000.0,10610000000.0,39281000000.0,199200750000.0
PEP,2016-12-31,103.69,1.439E9,149209910000.0,9158000000.0,36945000000.0,176996910000.0
PEP,2015-12-26,95.94,1.469E9,140935860000.0,9096000000.0,33284000000.0,165123860000.0
PEP,2014-12-27,98.69,1.509E9,148923210000.0,6134000000.0,28897000000.0,171686210000.0
PEP,2013-12-28,82.06,1.541E9,126454460000.0,9375000000.0,29639000000.0,146718460000.0
PEP,2012-12-29,72.61,1.557E9,113053770000.0,6297000000.0,28359000000.0,135115770000.0
PEP,2011-12-31,65.41,1.576E9,103086160000.0,4067000000.0,26773000000.0,125792160000.0
PEP,2010-12-25,66.18,1.59E9,105226200000.00002,5943000000.0,24897000000.0,124180200000.00002
PEP,2009-12-26,60.23,1.560444589E9,93985577595.47,3943000000.0,7864000000.0,97906577595.47
COTY,2019-06-30,12.34,7.512E8,9269808000.0,340400000.0,7663700000.0,16593108000.0
COTY,2018-06-30,13.25,7.497E8,9933525000.0,331600000.0,7524300000.0,17126225000.0
COTY,2017-06-30,18.94,6.428E8,12174632000.0,535400000.0,7137400000.0,18776632000.0
COTY,2016-06-30,26.34,3.455E8,9100470000.0,372400000.0,4162800000.0,12890870000.0
COTY,2015-06-30,25.22,3.533E8,8910226000.0,341300000.0,2634700000.0,11203626000.0
COTY,2014-06-30,16.61,3.817E8,6340037000.0,1238000000.0,3293500000.0,8395537000.0
COTY,2013-06-30,17.36,3.8283052E8,6645937827.2,920400000.0,2630200000.0,8355737827.2
MNST,2019-12-31,67.01,5.42191E8,36332218910.0,797957000.0,313120000.0,35847381910.0
MNST,2018-12-31,56.22,5.57166E8,31323872520.0,637513000.0,800000.0,30687159520.0
MNST,2017-12-31,67.9,5.66782E8,38484497800.0,528622000.0,1300000.0,37957175800.0
MNST,2016-12-31,42.43,5.87874E8,24943493820.0,377582000.0,1100000.0,24567011820.0
MNST,2015-12-31,45.01,1.88816E8,8498608160.0,2175417000.0,800000.0,6323991160.0
MNST,2014-12-31,38.98,1.67257E8,6519677859.999999,370323000.0,400000.0,6149754859.999999
MNST,2014-03-31,22.32,0.0,0.0,312020000.0,0.0,-312020000.0
MNST,2013-12-31,22.89,1.66679E8,3815282310.0,211349000.0,1300000.0,3605233310.0
MNST,2012-12-31,16.06,1.73712E8,2789814720.0,222514000.0,500000.0,2567800720.0
MNST,2011-12-31,17.58,1.76212E8,3097806959.9999995,359331000.0,1100000.0,2739575959.9999995
MNST,2010-12-31,9.19,8.8514E7,813443660.0,354842000.0,274000.0,458875660.0
MNST,2009-12-31,6.41,5.34541206E8,3426409130.46,328349000.0,206000.0,3098266130.46
SJM,2019-04-30,115.73,1.131E8,13089063000.0,101300000.0,5484800000.0,18472563000.0
SJM,2018-04-30,119.77,1.13E8,13534010000.0,192600000.0,4688000000.0,18029410000.0
SJM,2017-04-30,131.08,1.15471395E8,15135990456.600002,166800000.0,4944500000.0,19913690456.600002
SJM,2016-04-30,129.84,1.18918701E8,15440404137.84,109800000.0,5430000000.0,20760604137.84
SJM,2015-04-30,115.73,0.0,0.0,125600000.0,5944900000.0,5819300000.0
SJM,2014-04-30,97.24,0.0,0.0,153500000.0,1979800000.0,1826300000.0
SJM,2013-04-30,98.95,1.08827897E8,10768520408.15,256400000.0,2017800000.0,12529920408.15
SJM,2012-04-30,81.44,0.0,0.0,0.0,0.0,0.0
SJM,2011-04-30,71.39,0.0,0.0,0.0,0.0,0.0
SJM,2010-04-30,60.26,1.19122549E8,7178324802.74,283570000.0,910000000.0,7804754802.74
CL,2019-12-31,69.47,8.591E8,59681677000.0,883000000.0,7587000000.0,66385677000.0
CL,2018-12-31,63.95,8.706E8,55674870000.0,726000000.0,6354000000.0,61302870000.0
CL,2017-12-31,74.67,8.818E8,65844006000.0,1535000000.0,6566000000.0,70875006000.0
CL,2016-12-31,64.53,8.918E8,57547854000.0,1315000000.0,6520000000.0,62752854000.0
CL,2015-12-31,67.53,9.022E8,60925566000.0,970000000.0,6567000000.0,66522566000.0
CL,2014-12-31,67.52,9.151E8,61787552000.0,1089000000.0,6132000000.0,66830552000.0
CL,2013-12-31,61.49,9.308E8,57234892000.0,962000000.0,5644000000.0,61916892000.0
CL,2012-12-31,55.42,4.761E8,26385462000.0,884000000.0,5176000000.0,30677462000.0
CL,2011-12-31,44.76,4.883E8,21856308000.0,878000000.0,4776000000.0,25754308000.0
CL,2010-12-31,38.49,4.878E8,18775422000.0,490000000.0,3376000000.0,21661422000.0
CL,2009-12-31,40.01,9.94382256E8,39785234062.56,600000000.0,3182000000.0,42367234062.56
ADM,2019-12-31,45.8,5.63E8,25785400000.0,852000000.0,7679000000.0,32612400000.0
ADM,2018-12-31,44.69,5.64E8,25205160000.0,1997000000.0,8280000000.0,31488160000.0
ADM,2017-12-31,42.48,5.69E8,24171120000.0,804000000.0,6636000000.0,30003120000.0
ADM,2016-12-31,44.13,5.88E8,25948440000.0,619000000.0,6777000000.0,32106440000.0
ADM,2015-12-31,35.35,6.18E8,21846300000.0,910000000.0,5791000000.0,26727300000.0
ADM,2014-12-31,46.63,6.53E8,30449390000.0,1099000000.0,5582000000.0,34932390000.0
ADM,2013-12-31,39.51,6.61E8,26116110000.0,3121000000.0,6512000000.0,29507110000.0
ADM,2012-12-31,28.69,0.0,0.0,1714000000.0,6724000000.0,5010000000.0
ADM,2012-06-30,27.49,6.65E8,18280850000.0,1291000000.0,8212000000.0,25201850000.0
ADM,2011-06-30,30.38,6.42E8,19503960000.0,615000000.0,8444000000.0,27332960000.0
ADM,2010-06-30,27.36,6.43E8,17592480000.0,1046000000.0,7174000000.0,23720480000.0
ADM,2009-06-30,30.22,6.43E8,19431460000.0,1055000000.0,7996000000.0,26372460000.0
CHD,2019-12-31,72.78,2.462E8,17918436000.0,155700000.0,1810200000.0,19572936000.0
CHD,2018-12-31,63.2,2.455E8,15515600000.0,316700000.0,2105300000.0,17304200000.0
CHD,2017-12-31,49.1,2.506E8,12304460000.0,278900000.0,2374300000.0,14399860000.0
CHD,2016-12-31,45.31,2.576E8,11671856000.0,187800000.0,1120200000.0,12604256000.0
CHD,2015-12-31,42.0,1.311E8,5506200000.0,330000000.0,692800000.0,5869000000.0
CHD,2014-12-31,40.46,1.351E8,5466146000.0,423000000.0,948500000.0,5991646000.0
CHD,2013-12-31,32.25,1.386E8,4469850000.0,496900000.0,803300000.0,4776250000.0
CHD,2012-12-31,28.86,1.401E8,4043286000.0,343000000.0,903200000.0,4603486000.0
CHD,2011-12-31,22.65,1.432E8,3243480000.0,251400000.0,252300000.0,3244380000.0
CHD,2010-12-31,17.24,7.1031E7,1224574440.0,189202000.0,249673000.0,1285045440.0
CHD,2009-12-31,15.07,2.81380252E8,4240400397.64,447143000.0,816296000.0,4609553397.639999
BG,2019-12-31,52.47,1.41492289E8,7424100403.83,320000000.0,4223000000.0,11327100403.83
BG,2018-12-31,54.41,1.4096898E8,7670122201.799999,389000000.0,4622000000.0,11903122201.8
BG,2017-12-31,79.95,1.40365549E8,11222225642.550001,601000000.0,4175000000.0,14796225642.550001
BG,2016-12-31,67.81,1.39845124E8,9482897858.44,934000000.0,4007000000.0,12555897858.44
BG,2015-12-31,62.01,1.43671546E8,8909072567.46,411000000.0,3803000000.0,12301072567.46
BG,2014-12-31,89.53,1.46209508E8,13090137251.24,362000000.0,3263000000.0,15991137251.24
BG,2013-12-31,76.64,1.47204082E8,11281720844.48,0.0,3941000000.0,15222720844.48
BG,2012-12-31,78.56,1.46000541E8,11469802500.960001,0.0,4251000000.0,15720802500.960001
BG,2011-12-31,57.36,1.46583128E8,8408008222.08,0.0,3362000000.0,11770008222.08
BG,2010-12-31,66.82,1.41191136E8,9434391707.519999,578000000.0,3163000000.0,12019391707.519999
BG,2009-12-31,58.79,1.34081548E8,7882654206.92,553000000.0,3815000000.0,11144654206.92
PBH,2019-03-31,29.42,5.2068E7,1531840560.0,27530000.0,1798598000.0,3302908560.0
PBH,2018-03-31,29.44,5.3099E7,1563234560.0,32548000.0,1992952000.0,3523638560.0
PBH,2017-03-31,57.41,5.2976E7,3041352160.0,41855000.0,2193732000.0,5193229160.0
PBH,2016-03-31,56.78,5.2754E7,2995372120.0,27230000.0,1625309000.0,4593451120.0
PBH,2015-03-31,39.25,5.217E7,2047672500.0,21318000.0,1588711000.0,3615065500.0
PBH,2014-03-31,33.52,5.1641E7,1731006320.0000002,28331000.0,934414000.0,2637089320.0
PBH,2013-03-31,26.95,5.0633E7,1364559350.0,15670000.0,970900000.0,2319789350.0
PBH,2012-03-31,16.99,5.027E7,854087299.9999999,19015000.0,1123908000.0,1958980300.0
PBH,2011-03-31,11.55,5.0228582E7,580140122.1,13334000.0,486945000.0,1053751122.1
PBH,2010-03-31,9.7,5.002989E7,485289932.99999994,41097000.0,324144000.0,768336933.0
AVP,2019-12-31,4.65,0.0,0.0,650600000.0,1592200000.0,941600000.0
AVP,2018-12-31,2.15,4.419E8,950085000.0,532700000.0,1593600000.0,2010985000.0
AVP,2017-12-31,2.05,4.397E8,901384999.9999999,881500000.0,1897900000.0,1917785000.0
AVP,2016-12-31,5.11,4.37E8,2233070000.0,654400000.0,1893900000.0,3472570000.0
AVP,2015-12-31,3.49,4.352E8,1518848000.0,686900000.0,2214800000.0,3046748000.0
AVP,2014-12-31,9.61,4.345E8,4175544999.9999995,960500000.0,2601000000.0,5816045000.0
AVP,2013-12-31,17.75,4.334E8,7692850000.0,1107900000.0,2720700000.0,9305650000.0
AVP,2012-12-31,14.03,4.319E8,6059557000.0,1209600000.0,3195900000.0,8045857000.0
AVP,2011-12-31,16.74,4.305E8,7206569999.999999,1245100000.0,3308400000.0,9269870000.0
AVP,2010-12-31,29.36,4.2875E8,12588100000.0,1179900000.0,3136200000.0,14544400000.0
AVP,2009-12-31,35.05,4.27056045E8,14968314377.249998,1298100000.0,2445000000.0,16115214377.249998
POST,2019-09-30,103.75,7.08E7,7345500000.0,1050700000.0,7079500000.0,13374300000.0
POST,2018-09-30,87.46,6.66E7,5824836000.0,989700000.0,7254200000.0,12089336000.0
POST,2017-09-30,81.57,6.78E7,5530446000.0,1525900000.0,7171200000.0,11175746000.0
POST,2016-09-30,76.73,6.88E7,5279024000.0,1143600000.0,4563500000.0,8698924000.0
POST,2015-09-30,64.27,5.67E7,3644109000.0,841400000.0,4527400000.0,7330109000.0
POST,2014-09-30,36.83,3.97E7,1462151000.0,268400000.0,3856100000.0,5049851000.0
POST,2013-09-30,43.15,3.27E7,1411005000.0,402000000.0,1408600000.0,2417605000.0
POST,2012-09-30,31.37,3.43E7,1075991000.0,58200000.0,945600000.0,1963391000.0
EL,2019-06-30,188.98,3.635E8,68694230000.0,2987000000.0,3412000000.0,69119230000.0
EL,2018-06-30,134.06,3.68E8,49334080000.0,2181000000.0,3544000000.0,50697080000.0
EL,2017-06-30,99.0,3.671E8,36342900000.0,1136000000.0,3572000000.0,38778900000.0
EL,2016-06-30,92.9,3.7E8,34373000000.0,914100000.0,2241500000.0,35700400000.0
EL,2015-06-30,89.53,3.793E8,33958729000.0,1021400000.0,1637300000.0,34574629000.0
EL,2014-06-30,74.27,3.82798523E8,28430446303.21,1629100000.0,1343100000.0,28144446303.21
EL,2013-06-30,65.6,3.8786517E8,25443955151.999996,1495700000.0,1344300000.0,25292555151.999996
EL,2012-06-30,53.83,3.88732497E8,20925470313.51,1347700000.0,1288100000.0,20865870313.51
EL,2011-06-30,52.46,3.93150462E8,20624673236.52,1253000000.0,1218100000.0,20589773236.52
EL,2010-06-30,31.13,3.98061296E8,12391648144.48,1120700000.0,1228400000.0,12499348144.48
EL,2009-06-30,18.25,3.926E8,7164950000.0,864500000.0,1421400000.0,7721850000.0
LW,2019-05-26,62.54,1.465E8,9162110000.0,12200000.0,2318200000.0,11468110000.0
LW,2018-05-27,68.63,1.463E8,10040569000.0,55600000.0,2375400000.0,12360369000.0
LW,2017-05-28,44.69,1.461E8,6529209000.0,57100000.0,2402900000.0,8875009000.0
PPC,2019-12-29,27.52,2.49401E8,6863515520.0,260568000.0,261774000.0,6864721520.0
PPC,2018-12-30,19.73,2.48945E8,4911684850.0,338386000.0,30405000.0,4603703850.0
PPC,2017-12-31,29.62,2.48738E8,7367619560.0,581510000.0,47775000.0,6833884560.0
PPC,2016-12-25,18.85,2.53669E8,4781660650.0,120328000.0,1011952000.0,5673284650.0
PPC,2015-12-27,21.65,2.58442E8,5595269300.0,439638000.0,985595000.0,6141226300.0
PPC,2014-12-28,37.02,2.58974E8,9587217480.0,576143000.0,4242000.0,9015316480.0
PPC,2013-12-29,15.55,0.0,0.0,0.0,0.0,0.0
PPC,2012-12-30,8.59,2.24996E8,1932715640.0,68180000.0,1164756000.0,3029291640.0
PPC,2011-12-25,5.75,2.14282E8,1232121500.0,41609000.0,1423612000.0,2614124500.0
PPC,2010-12-26,7.3,2.14281914E8,1564257972.2,167030000.0,1339304000.0,2736531972.2
PPC,2009-09-26,6.25,7.4055733E7,462848331.25,220029000.0,2274223000.0,2517042331.25
HLF,2019-12-31,39.5,1.374E8,5427300000.0,839400000.0,1803000000.0,6390900000.0
HLF,2018-12-31,58.91,1.402E8,8259181999.999999,1198900000.0,2453800000.0,9514082000.0
HLF,2017-12-31,41.47,7.92E7,3284424000.0,1278800000.0,2268100000.0,4273724000.0
HLF,2016-12-31,27.84,8.3E7,2310720000.0,844000000.0,1447900000.0,2914620000.0
HLF,2015-12-31,23.11,8.26E7,1908886000.0,889800000.0,1622000000.0,2641086000.0
HLF,2014-12-31,15.24,8.63E7,1315212000.0,645400000.0,1811700000.0,2481512000.0
HLF,2013-12-31,32.38,1.0262E8,3322835600.0000005,972974000.0,931269000.0,3281130600.0000005
HLF,2012-12-31,18.55,1.12359E8,2084259450.0,333534000.0,487607000.0,2238332450.0
HLF,2011-12-31,28.53,0.0,0.0,0.0,0.0,0.0
HLF,2010-12-31,16.33,0.0,0.0,0.0,0.0,0.0
HLF,2009-12-31,9.71,2.43615524E8,2365506738.0400004,150801000.0,250333000.0,2465038738.0400004
MGPI,2019-12-31,33.8,1.7012288E7,575015334.4,3309000.0,41059000.0,612765334.4
MGPI,2018-12-31,70.99,1.6866176E7,1197329834.24,5025000.0,21426000.0,1213730834.24
MGPI,2017-12-31,79.99,1.6746731E7,1339571012.6899998,3084000.0,3147000.0,1339634012.6899998
MGPI,2016-12-31,41.88,1.6643811E7,697042804.6800001,1569000.0,19783000.0,715256804.6800001
MGPI,2015-12-31,22.38,1.7123556E7,383225183.28,747000.0,10924000.0,393402183.28
MGPI,2014-12-31,15.86,1.7305866E7,274471034.76,5641000.0,10283000.0,279113034.76
MGPI,2013-12-31,5.53,1.7069455E7,94394086.15,2857000.0,5168000.0,96705086.15
MGPI,2012-12-31,3.79,1.6951168E7,64244926.72,724000.0,6851000.0,70371926.72
