symbol,date,year,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
EAT,2012-06-27,2012,32.47,78559000.0,2550810730.0,59103000.0,615224000.0,3106931730.0
EAT,2013-06-26,2013,39.04,71788000.0,2802603520.0,59367000.0,807717000.0,3550953520.0
EAT,2014-06-25,2014,45.21,66251000.0,2995207710.0,57685000.0,860186000.0,3797708710.0
EAT,2015-06-24,2015,56.82,63072000.0,3583751040.0,55121000.0,974264000.0,4502894040.0
EAT,2016-06-29,2016,47.14,57895000.0,2729170300.0,31446000.0,1117512000.0,3815236300.0
EAT,2017-06-28,2017,35.04,50638000.0,1774355520.0,9064000.0,1329478000.0,3094769520.0
EAT,2018-06-27,2018,48.8,45702000.0,2230257600.0,10872000.0,1506712000.0,3726097600.0
EAT,2019-06-26,2019,39.92,38300000.0,1528936000.0,13400000.0,1216300000.0,2731836000.0
EBAY,2009-12-31,2009,9.69,1289848000.0,12498627120.0,3999818000.0,981784000.0,9480593120.0
EBAY,2010-12-31,2010,12.76,1305593000.0,16659366680.0,5577411000.0,1794227000.0,12876182680.0
EBAY,2011-12-31,2011,13.29,1292775000.0,17180979750.0,4691101000.0,2089648000.0,14579526750.0
EBAY,2012-12-31,2012,23.48,1292000000.0,30336160000.0,6817000000.0,4519000000.0,28038160000.0
EBAY,2013-12-31,2013,22.38,1295000000.0,28982100000.0,4494000000.0,4123000000.0,28611100000.0
EBAY,2014-12-31,2014,22.31,1251000000.0,27909810000.0,6328000000.0,7627000000.0,29208810000.0
EBAY,2015-12-31,2015,23.46,1208000000.0,28339680000.0,1832000000.0,6779000000.0,33286680000.0
EBAY,2016-12-31,2016,32.17,1133000000.0,36448610000.0,1816000000.0,8960000000.0,43592610000.0
EBAY,2017-12-31,2017,40.4,1064000000.0,42985600000.0,2120000000.0,10015000000.0,50880600000.0
EBAY,2018-12-31,2018,34.08,980000000.0,33398400000.0,2202000000.0,9231000000.0,40427400000.0
EBAY,2019-12-31,2019,35.06,849000000.0,29765940000.000004,975000000.0,1514000000.0,30304940000.000004
ELY,2009-12-31,2009,7.46,46242424.0,344968483.04,78314000.0,118294000.0,384948483.04
ELY,2010-12-31,2010,7.46,40878260.0,304951819.6,55043000.0,139312000.0,389220819.6
ELY,2011-12-31,2011,6.56,64601000.0,423782560.0,43023000.0,129193000.0,509952560.0
ELY,2012-12-31,2012,6.52,67061000.0,437237720.0,52003000.0,107133000.0,492367720.0
ELY,2013-12-31,2013,8.24,72809000.0,599946160.0,36793000.0,133495000.0,696648160.0
ELY,2014-12-31,2014,8.16,77559000.0,632881440.0,37635000.0,123809000.0,719055440.0
ELY,2015-12-31,2015,8.71,83116000.0,723940360.0000001,49801000.0,137589000.0,811728360.0000001
ELY,2016-12-31,2016,11.33,94045000.0,1065529850.0,125975000.0,144487000.0,1084041850.0
ELY,2017-12-31,2017,15.04,94329000.0,1418708160.0,85674000.0,11815000.0,1344849160.0
ELY,2018-12-31,2018,16.28,94579000.0,1539746120.0,63981000.0,9629000.0,1485394120.0
ELY,2019-12-31,2019,21.94,94251000.0,2067866940.0000002,106666000.0,450576000.0,2411776940.0
ETH,2009-06-30,2009,12.85,28814000.0,370259900.0,52960000.0,1552000.0,318851900.0
ETH,2010-06-30,2010,15.34,28982000.0,444583880.0,73852000.0,1559000.0,372290880.0
ETH,2011-06-30,2011,18.4,28758000.0,529147199.99999994,78519000.0,2130000.0,452758199.99999994
ETH,2012-06-30,2012,20.39,28824.0,587721.36,79721000.0,154500000.0,75366721.36
ETH,2013-06-30,2013,29.79,28864000.0,859858560.0,72601000.0,131289000.0,918546560.0
ETH,2014-06-30,2014,23.16,28918000.0,669740880.0,109176000.0,130912000.0,691476880.0
ETH,2015-06-30,2015,30.38,28874000.0,877192120.0,76182000.0,77568000.0,878578120.0
ETH,2016-06-30,2016,34.73,28072000.0,974940559.9999999,52659000.0,41838000.0,964119559.9999999
ETH,2017-06-30,2017,32.55,27679000.0,900951449.9999999,57701000.0,14339000.0,857589449.9999999
ETH,2018-06-30,2018,22.45,27321000.0,613356450.0,22363000.0,1680000.0,592673450.0
ETH,2019-06-30,2019,20.86,26695000.0,556857700.0,20824000.0,1066000.0,537099700.0
EVI,2009-06-30,2009,0.91,7526614285.0,6849218999.35,5460954000.0,713661000.0,2101925999.3500004
EVI,2010-06-30,2010,1.1,7033732000.0,7737105200.000001,6061378000.0,813046000.0,2488773200.000001
EVI,2011-06-30,2011,1.28,7033732000.0,9003176960.0,6907020000.0,1021054000.0,3117210960.0
EVI,2012-06-30,2012,1.35,0.0,0.0,6527940000.0,922371000.0,-5605569000.0
EVI,2013-06-30,2013,1.74,7033732.0,12238693.68,5944260.0,1253426000.0,1259720433.68
EVI,2014-06-30,2014,2.48,7033732.0,17443655.36,9224340.0,4750266000.0,4758485315.36
EVI,2015-06-30,2015,5.47,6965904166.0,38103495788.02,3908974000.0,1403583000.0,35598104788.02
EVI,2016-06-30,2016,3.84,7033732000.0,27009530880.0,3941899000.0,2886708000.0,25954339880.0
EVI,2017-06-30,2017,25.5,10216129.0,260511289.5,727000.0,12317000.0,272101289.5
EVI,2018-06-30,2018,39.6,11664705.0,461922318.0,1330000.0,11742000.0,472334318.0
EVI,2019-06-30,2019,34.74,12476666.0,433439376.84000003,5038000.0,17508000.0,445909376.84000003
EXPE,2009-12-31,2009,42.82,288214.0,12341323.48,642544000.0,325184000.0,-305018676.52
EXPE,2010-12-31,2010,49.96,282465.0,14111951.4,714332000.0,1644894000.0,944673951.4
EXPE,2011-12-31,2011,31.99,135888.0,4347057.12,689134000.0,1263281000.0,578494057.12
EXPE,2012-12-31,2012,65.66,134203.0,8811768.98,1293161000.0,1273345000.0,-11004231.01999998
EXPE,2013-12-31,2013,65.52,134912.0,8839434.24,1021033000.0,1264412000.0,252218434.24
EXPE,2014-12-31,2014,85.93,128912.0,11077408.16,1402700000.0,1746787000.0,355164408.1600001
EXPE,2015-12-31,2015,101.04,130159.0,13151265.360000001,1676299000.0,3201277000.0,1538129265.36
EXPE,2016-12-31,2016,121.53,150367.0,18274101.51,1796811000.0,3159336000.0,1380799101.51
EXPE,2017-12-31,2017,128.89,151619.0,19542172.909999996,2846729000.0,4249054000.0,1421867172.9099998
EXPE,2018-12-31,2018,119.42,149961.0,17908342.62,2443000000.0,3717000000.0,1291908342.62
EXPE,2019-12-31,2019,109.1,147194.0,16058865.399999999,3315000000.0,1050000000.0,-2248941134.6
FL,2009-01-31,2009,8.19,151923076.0,1244249992.4399998,385000000.0,142000000.0,1001249992.4399998
FL,2010-01-30,2010,13.45,160000000.0,2152000000.0,582000000.0,138000000.0,1708000000.0
FL,2011-01-29,2011,19.87,0.0,0.0,696000000.0,403000000.0,-293000000.0
FL,2012-01-28,2012,28.89,153000000.0,4420170000.0,851000000.0,443000000.0,4012170000.0
FL,2013-02-02,2013,34.49,151200000.0,5214888000.0,880000000.0,471000000.0,4805888000.0
FL,2014-02-01,2014,41.79,148400000.0,6201636000.0,858000000.0,139000000.0,5482636000.0
FL,2015-01-31,2015,56.16,143900000.0,8081423999.999999,967000000.0,134000000.0,7248423999.999999
FL,2016-01-03,2016,69.14,137000000.0,9472180000.0,1021000000.0,131000000.0,8582180000.0
FL,2017-01-28,2017,76.01,134000000.0,10185340000.0,1046000000.0,490000000.0,9629340000.0
FL,2018-02-03,2018,41.63,127200000.0,5295336000.0,849000000.0,483000000.0,4929336000.0
FL,2019-02-02,2019,63.35,115600000.0,7323260000.0,891000000.0,501000000.0,6933260000.0
FLWS,2009-06-28,2009,2.33,63565000.0,148106450.0,29562000.0,92855000.0,211399450.0
FLWS,2010-06-27,2010,2.33,63635000.0,148269550.0,27843000.0,74715000.0,195141550.0
FLWS,2011-07-03,2011,3.08,64001000.0,197123080.0,21442000.0,83047000.0,258728080.0
FLWS,2012-07-01,2012,3.51,64697000.0,227086470.0,28854000.0,29256000.0,227488470.0
FLWS,2013-06-30,2013,6.58,64369000.0,423548020.0,154000.0,45044000.0,468438020.0
FLWS,2014-06-29,2014,5.22,64035000.0,334262700.0,5203000.0,49860000.0,378919700.0
FLWS,2015-06-28,2015,9.93,64976000.0,645211680.0,27940000.0,132106000.0,749377680.0
FLWS,2016-07-03,2016,9.09,64896000.0,589904640.0,27826000.0,117563000.0,679641640.0
FLWS,2017-07-02,2017,9.65,65191000.0,629093150.0,149732000.0,108565000.0,587926150.0
FLWS,2018-07-01,2018,14.5,64666000.0,937657000.0,147240000.0,102330000.0,892747000.0
FLWS,2019-06-30,2019,20.03,64342000.0,1288770260.0,172923000.0,96973000.0,1212820260.0
FLXS,2009-06-30,2009,8.1,6576373.0,53268621.3,1713717000.0,20000000000.0,18339551621.3
FLXS,2010-06-30,2010,11.21,6608.0,74075.68000000001,8278000.0,0.0,-8203924.32
FLXS,2011-06-30,2011,15.64,6693.0,104678.52,17889000.0,0.0,-17784321.48
FLXS,2012-06-30,2012,21.26,6781.0,144164.06,13970000.0,0.0,-13825835.94
FLXS,2013-03-31,2013,20.59,0.0,0.0,11737000.0,0.0,-11737000.0
FLXS,2014-06-30,2014,31.31,7231.0,226402.61,22176000.0,0.0,-21949597.39
FLXS,2015-03-31,2015,36.01,0.0,0.0,5728000.0,14745000.0,9017000.0
FLXS,2016-06-30,2016,41.1,7595.0,312154.5,36780000.0,0.0,-36467845.5
FLXS,2017-06-30,2017,55.62,7782.0,432834.83999999997,28874000.0,0.0,-28441165.16
FLXS,2018-06-30,2018,35.55,7848.0,278996.39999999997,27750000.0,0.0,-27471003.6
FLXS,2019-06-30,2019,17.43,7889.0,137505.27,22247000.0,0.0,-22109494.73
FUN,2009-12-31,2009,12.3,55186000.0,678787800.0,11928000.0,15959000.0,682818800.0
FUN,2010-12-31,2010,17.1,55316000.0,945903600.0000001,9765000.0,1579703000.0,2515841600.0
FUN,2011-12-31,2011,25.7,55345000.0,1422366500.0,35524000.0,1556379000.0,2943221500.0
FUN,2012-12-31,2012,37.18,55518000.0,2064159240.0,78830000.0,1532180000.0,3517509240.0
FUN,2013-12-31,2013,49.45,55476000.0,2743288200.0,118056000.0,1520632000.0,4145864200.0
FUN,2014-12-31,2014,54.32,55548000.0,3017367360.0,131840000.0,1558850000.0,4444377360.0
FUN,2015-12-31,2015,54.13,55745000.0,3017476850.0,119557000.0,1558850000.0,4456769850.0
FUN,2016-12-31,2016,63.1,55933000.0,3529372300.0,122716000.0,1536986000.0,4943642300.0
FUN,2017-12-31,2017,67.05,56061000.0,3758890050.0,166245000.0,1660515000.0,5253160050.0
FUN,2018-12-31,2018,55.23,56212000.0,3104588760.0,105349000.0,1663193000.0,4662432760.0
FUN,2019-12-31,2019,54.67,56349000.0,3080599830.0,182252000.0,2153383000.0,5051730830.0
GCO,2009-01-31,2009,14.03,19256881.0,270174040.43,17672000.0,118520000.0,371022040.43
GCO,2010-01-30,2010,25.57,21545185.0,550910380.45,82148000.0,0.0,468762380.45000005
GCO,2011-01-29,2011,39.52,23310683.0,921238192.1600001,55934000.0,0.0,865304192.1600001
GCO,2012-01-28,2012,67.63,23234000.0,1571315420.0,53790000.0,40704000.0,1558229420.0
GCO,2013-02-02,2013,58.33,23584000.0,1375654720.0,59795000.0,50682000.0,1366541720.0
GCO,2014-02-01,2014,73.43,23297000.0,1710698710.0000002,59447000.0,33730000.0,1684981710.0000002
GCO,2015-01-31,2015,74.54,23507000.0,1752211780.0000002,112867000.0,29155000.0,1668499780.0000002
GCO,2016-01-30,2016,65.98,22880000.0,1509622400.0,133288000.0,112058000.0,1488392400.0
GCO,2017-01-28,2017,60.35,20076000.0,1211586600.0,48301000.0,82905000.0,1246190600.0
GCO,2018-02-03,2018,40.0,19218000.0,768720000.0,39937000.0,88385000.0,817168000.0
GCO,2019-02-02,2019,46.49,19351000.0,899627990.0,167355000.0,65743000.0,798015990.0
GEF,2009-10-31,2009,55.86,57831004.0,3230439883.44,111896000.0,758192000.0,3876735883.44
GEF,2010-10-31,2010,58.44,0.0,0.0,106957000.0,73431000.0,-33526000.0
GEF,2011-10-31,2011,46.62,0.0,0.0,127413000.0,149834000.0,22421000.0
GEF,2012-10-31,2012,41.03,22100000.0,906763000.0,91700000.0,1200300000.0,2015363000.0
GEF,2013-10-31,2013,54.95,22100000.0,1214395000.0,78100000.0,1217200000.0,2353495000.0
GEF,2014-10-31,2014,43.85,22100000.0,969085000.0,85100000.0,1105000000.0,1988985000.0
GEF,2015-10-31,2015,35.47,25668204.0,910451195.88,106200000.0,1146900000.0,1951151195.88
GEF,2016-10-31,2016,51.37,25755545.0,1323062346.6499999,103700000.0,1025600000.0,2244962346.6499996
GEF,2017-10-31,2017,54.57,25800000.0,1407906000.0,142300000.0,952800000.0,2218406000.0
GEF,2018-10-31,2018,51.27,25915887.0,1328707526.49,94200000.0,902900000.0,2137407526.49
GEF,2019-10-31,2019,43.15,26189445.0,1130074551.75,77300000.0,2742700000.0,3795474551.75
GES,2009-01-31,2009,14.72,92561000.0,1362497920.0,294118000.0,143716000.0,1212095920.0
GES,2010-01-30,2010,41.87,90893000.0,3805689910.0,502063000.0,146604000.0,3450230910.0
GES,2011-01-29,2011,45.29,91410000.0,4139958900.0,427037000.0,14395000.0,3727316900.0
GES,2012-01-28,2012,34.36,91533000.0,3145073880.0,491805000.0,12236000.0,2665504880.0
GES,2013-02-02,2013,27.42,86262000.0,2365304040.0,329021000.0,10215000.0,2046498040.0
GES,2014-02-01,2014,30.26,84271000.0,2550040460.0,502945000.0,11740000.0,2058835460.0
GES,2015-01-31,2015,17.99,84604000.0,1522025959.9999998,483483000.0,7713000.0,1046255959.9999998
GES,2016-01-30,2016,21.35,84264000.0,1799036400.0000002,445480000.0,6342000.0,1359898400.0000002
GES,2017-01-28,2017,12.88,83666000.0,1077618080.0,396129000.0,24048000.0,705537080.0
GES,2018-02-03,2018,16.01,82189000.0,1315845890.0000002,367441000.0,42041000.0,990445890.0000002
GES,2019-02-02,2019,22.31,80146000.0,1788057260.0,210460000.0,39327000.0,1616924260.0
GIII,2009-01-31,2009,1.66,16536000.0,27449760.0,2508000.0,48347000.0,73288760.0
GIII,2010-01-31,2010,10.4,16990000.0,176696000.0,46813000.0,29333000.0,159216000.0
GIII,2011-01-31,2011,19.44,19175000.0,372762000.0,10045000.0,34259000.0,396976000.0
GIII,2012-01-31,2012,12.34,0.0,0.0,24660000.0,73580000.0,48920000.0
GIII,2013-01-31,2013,18.32,20006000.0,366509920.0,27360000.0,84778000.0,423927920.0
GIII,2014-01-31,2014,34.74,20006000.0,695008440.0,22091000.0,69403000.0,742320440.0
GIII,2015-01-31,2015,53.17,20323000.0,1080573910.0,128354000.0,63665000.0,1015884910.0
GIII,2016-01-31,2016,54.88,43298000.0,2376194240.0,132587000.0,27299000.0,2270906240.0
GIII,2017-01-31,2017,25.75,45328000.0,1167196000.0,79957000.0,923512000.0,2010751000.0
GIII,2018-01-31,2018,37.52,46308000.0,1737476160.0000002,45776000.0,782088000.0,2473788160.0
GIII,2019-01-31,2019,35.97,49140000.0,1767565800.0,70138000.0,773208000.0,2470635800.0
GNTX,2009-12-31,2009,9.59,137525712.0,1318871578.08,336108446.0,0.0,982763132.0799999
GNTX,2010-12-31,2010,16.11,142071203.0,2288767080.33,348349773.0,0.0,1940417307.33
GNTX,2011-12-31,2011,15.06,142492699.0,2145940046.94,357986774.0,0.0,1787953272.94
GNTX,2012-12-31,2012,9.62,143097530.0,1376598238.6,389678664.0,0.0,986919574.5999999
GNTX,2013-12-31,2013,16.36,143460018.0,2347005894.48,309591724.0,273125000.0,2310539170.48
GNTX,2014-12-31,2014,16.69,290952123.0,4855990932.870001,497429804.0,265625000.0,4624186128.870001
GNTX,2015-12-31,2015,13.69,293096212.0,4012487142.2799997,551557527.0,233125000.0,3694054615.2799997
GNTX,2016-12-31,2016,20.92,288433772.0,6034034510.240001,546477075.0,185625000.0,5673182435.240001
GNTX,2017-12-31,2017,23.35,285864997.0,6674947679.950001,569734496.0,78078000000.0,84183213183.95
GNTX,2018-12-31,2018,22.25,267794786.0,5958433988.5,217025278.0,0.0,5741408710.5
GNTX,2019-12-31,2019,30.95,251766382.0,7792169522.9,296321622.0,0.0,7495847900.9
GPC,2009-12-31,2009,37.68,159410000.0,6006568800.0,336803000.0,100931000.0,5770696800.0
GPC,2010-12-31,2010,51.43,0.0,0.0,529968000.0,115659000.0,-414309000.0
GPC,2011-12-31,2011,64.26,0.0,0.0,525054000.0,116921000.0,-408133000.0
GPC,2012-12-31,2012,67.6,155413.0,10505918.799999999,403095000.0,500000000.0,107410918.80000001
GPC,2013-12-31,2013,82.08,154636000.0,12692522880.0,196893000.0,764658000.0,13260287880.0
GPC,2014-12-31,2014,92.94,153299000.0,14247609060.0,137730000.0,765466000.0,14875345060.0
GPC,2015-12-31,2015,86.17,151667000.0,13069145390.0,211631000.0,625000000.0,13482514390.0
GPC,2016-12-31,2016,97.08,149051000.0,14469871080.0,242879000.0,875000000.0,15101992080.0
GPC,2017-12-31,2017,105.19,147140000.0,15477656600.0,314899000.0,3245009000.0,18407766600.0
GPC,2018-12-31,2018,99.43,146657000.0,14582105510.000002,333547000.0,3143280000.0,17391838510.0
GPC,2019-12-31,2019,96.88,145736000.0,14118903680.0,276992000.0,2802056000.0,16643967680.0
GPI,2009-12-31,2009,29.0,22888000.0,663752000.0,13221000.0,434674000.0,1085205000.0
GPI,2010-12-31,2010,38.13,22767000.0,868105710.0,19843000.0,571429000.0,1419691710.0
GPI,2011-12-31,2011,54.43,22157000.0,1206005510.0,14895000.0,497264000.0,1688374510.0
GPI,2012-12-31,2012,66.6,21620000.0,1439891999.9999998,4650000.0,586374000.0,2021615999.9999998
GPI,2013-12-31,2013,61.82,23096000.0,1427794720.0,20215000.0,699914000.0,2107493720.0
GPI,2014-12-31,2014,80.39,23380000.0,1879518200.0,40975000.0,1081467000.0,2920010200.0
GPI,2015-12-31,2015,53.65,23148000.0,1241890200.0,13037000.0,1258629000.0,2487482200.0
GPI,2016-12-31,2016,80.23,21161000.0,1697747030.0,20992000.0,1285228000.0,2961983030.0
GPI,2017-12-31,2017,79.33,20420000.0,1619918600.0,28787000.0,1395793000.0,2986924600.0
GPI,2018-12-31,2018,61.01,19453000.0,1186827530.0,15932000.0,1374456000.0,2545351530.0
GPI,2019-12-31,2019,104.17,17917195.0,1866434203.15,23800000.0,1491200000.0,3333834203.15
GPK,2009-12-31,2009,3.38,343000000.0,1159340000.0,149000000.0,34000000.0,1044340000.0
GPK,2010-12-31,2010,4.65,343000000.0,1594950000.0000002,138000000.0,52000000.0,1508950000.0000002
GPK,2011-12-31,2011,4.99,376300000.0,1877737000.0,271800000.0,2365800000.0,3971737000.0
GPK,2012-12-31,2012,6.95,393400000.0,2734130000.0,51500000.0,2333300000.0,5015930000.0
GPK,2013-12-31,2013,9.48,347300000.0,3292404000.0,52200000.0,2253600000.0,5493804000.0
GPK,2014-12-31,2014,14.48,328600000.0,4758128000.0,81600000.0,1974300000.0,6650828000.0
GPK,2015-12-31,2015,11.36,329500000.0,3743120000.0,54900000.0,1875500000.0,5563720000.0
GPK,2016-12-31,2016,12.43,320900000.0,3988787000.0,59100000.0,2151900000.0,6081587000.0
GPK,2017-12-31,2017,16.44,311100000.0,5114484000.0,67400000.0,2274500000.0,7321584000.0
GPK,2018-12-31,2018,12.03,309500000.0,3723285000.0,70500000.0,2957100000.0,6609885000.0
GPK,2019-12-31,2019,15.82,294100000.0,4652662000.0,152900000.0,2860300000.0,7360062000.0
GPS,2009-01-31,2009,10.33,716000000.0,7396280000.0,1715000000.0,50000000.0,5731280000.0
GPS,2010-01-30,2010,21.6,694000000.0,14990400000.000002,2348000000.0,1063000000.0,13705400000.000002
GPS,2011-01-29,2011,22.53,636000000.0,14329080000.0,1561000000.0,642000000.0,13410080000.0
GPS,2012-01-28,2012,23.07,529000000.0,12204030000.0,1885000000.0,1665000000.0,11984030000.0
GPS,2013-02-02,2013,33.65,482000000.0,16219300000.0,1460000000.0,1246000000.0,16005300000.0
GPS,2014-02-01,2014,43.25,461000000.0,19938250000.0,1510000000.0,1394000000.0,19822250000.0
GPS,2015-01-31,2015,41.41,435000000.0,18013350000.0,1515000000.0,1353000000.0,17851350000.0
GPS,2016-01-30,2016,27.65,411000000.0,11364150000.0,1370000000.0,1731000000.0,11725150000.0
GPS,2017-01-28,2017,25.2,399000000.0,10054800000.0,1783000000.0,1313000000.0,9584800000.0
GPS,2018-02-03,2018,34.09,393000000.0,13397370000.000002,1783000000.0,1249000000.0,12863370000.000002
GPS,2019-02-02,2019,27.74,385000000.0,10679900000.0,1081000000.0,1255000000.0,10853900000.0
GTN,2009-12-31,2009,1.98,48510000.0,96049800.0,16000000.0,4814000.0,84863800.0
GTN,2010-12-31,2010,1.97,54322000.0,107014340.0,5431000.0,4201000.0,105784340.0
GTN,2011-12-31,2011,2.0,0.0,0.0,5190000.0,6596000.0,1406000.0
GTN,2012-12-31,2012,3.94,57170000.0,225249800.0,11067000.0,1367867000.0,1582049800.0
GTN,2013-12-31,2013,11.15,57630000.0,642574500.0,13478000.0,842874000.0,1471970500.0
GTN,2014-12-31,2014,9.46,57862000.0,547374520.0,30769000.0,1792839000.0,2309444520.0
GTN,2015-12-31,2015,13.15,68330000.0,898539500.0,97318000.0,1235537000.0,2036758500.0
GTN,2016-12-31,2016,11.8,71848000.0,847806400.0,325189000.0,1756747000.0,2279364400.0
GTN,2017-12-31,2017,17.0,73061000.0,1242037000.0,462399000.0,1837428000.0,2617066000.0
GTN,2018-12-31,2018,16.32,88084000.0,1437530880.0,666980000.0,2549224000.0,3319774880.0
GTN,2019-12-31,2019,20.95,99.0,2074.0499999999997,115000000.0,38000000.0,-76997925.95
H,2009-12-31,2009,29.62,0.0,0.0,1327000000.0,12000000.0,-1315000000.0
H,2010-12-31,2010,47.8,184375000.0,8813125000.0,1110000000.0,57000000.0,7760125000.0
H,2011-12-31,2011,41.96,168571428.0,7073257118.88,534000000.0,4000000.0,6543257118.88
H,2012-12-31,2012,40.03,163636363.0,6550363610.89,413000000.0,4000000.0,6141363610.89
H,2013-12-31,2013,47.62,159090909.0,7575909086.58,454000000.0,194000000.0,7315909086.58
H,2014-12-31,2014,56.26,153136511.0,8615460108.86,685000000.0,1390000000.0,9320460108.86
H,2015-12-31,2015,38.68,142814868.0,5524079094.24,457000000.0,1375000000.0,6442079094.24
H,2016-12-31,2016,54.4,132930578.0,7231423443.2,482000000.0,1564000000.0,8313423443.2
H,2017-12-31,2017,81.0,124836917.0,10111790277.0,503000000.0,1451000000.0,11059790277.0
H,2018-12-31,2018,69.12,113259113.0,7828469890.56,570000000.0,1634000000.0,8892469890.560001
H,2019-12-31,2019,85.92,104502046.0,8978815792.32,893000000.0,43000000.0,8128815792.32
HAS,2009-12-27,2009,31.28,202200000.0,6324816000.0,636045000.0,14113000.0,5702884000.0
HAS,2010-12-26,2010,44.43,0.0,0.0,727796000.0,1412249000.0,684453000.0
HAS,2011-12-25,2011,34.27,133823000.0,4586114210.0,641688000.0,1581302000.0,5525728210.0
HAS,2012-12-30,2012,37.22,130067000.0,4841093740.0,849701000.0,1620786000.0,5612178740.0
HAS,2013-12-29,2013,51.97,130186000.0,6765766420.0,682449000.0,968227000.0,7051544420.0
HAS,2014-12-28,2014,54.65,128411000.0,7017661150.0,893167000.0,1812376000.0,7936870150.0
HAS,2015-12-27,2015,72.33,125006000.0,9041683980.0,976750000.0,1711678000.0,9776611980.0
HAS,2016-12-25,2016,85.45,125292000.0,10706201400.0,1282285000.0,1371261000.0,10795177400.0
HAS,2017-12-31,2017,94.27,125039000.0,11787426530.0,1581234000.0,1848566000.0,12054758530.0
HAS,2018-12-30,2018,90.63,126132000.0,11431343160.0,1182371000.0,1704832000.0,11953804160.0
HAS,2019-12-29,2019,104.99,127896000.0,13427801040.0,4580369000.0,4046960000.0,12894392040.0
HD,2009-02-01,2009,18.89,1682000000.0,31772980000.0,519000000.0,1767000000.0,33020980000.0
HD,2010-01-31,2010,31.36,1683000000.0,52778880000.0,1421000000.0,2040000000.0,53397880000.0
HD,2011-01-30,2011,36.76,1648000000.0,60580480000.0,545000000.0,2084000000.0,62119480000.0
HD,2012-01-29,2012,47.23,1562000000.0,73773260000.0,1987000000.0,60000000.0,71846260000.0
HD,2013-02-03,2013,70.47,1499000000.0,105634530000.0,2494000000.0,2642000000.0,105782530000.0
HD,2014-02-02,2014,82.87,1425000000.0,118089750000.0,1929000000.0,66000000.0,116226750000.0
HD,2015-02-01,2015,116.07,1338000000.0,155301660000.0,1723000000.0,76000000.0,153654660000.0
HD,2016-01-31,2016,125.7,1277000000.0,160518900000.0,2216000000.0,154000000.0,158456900000.0
HD,2017-01-29,2017,144.91,1229000000.0,178094390000.0,2538000000.0,1084000000.0,176640390000.0
HD,2018-01-28,2018,184.98,1178000000.0,217906440000.0,3595000000.0,2404000000.0,216715440000.0
HD,2019-02-03,2019,184.0,1137000000.0,209208000000.0,1778000000.0,2112000000.0,209542000000.0
HI,2009-09-30,2009,19.98,61445783.0,1227686744.34,35000000.0,0.0,1192686744.34
HI,2010-09-30,2010,21.49,0.0,0.0,98000000.0,403000000.0,305000000.0
HI,2011-09-30,2011,21.71,62000000.0,1346020000.0,115500000.0,462400000.0,1692920000.0
HI,2012-09-30,2012,20.39,62200000.0,1268258000.0,20200000.0,317100000.0,1565158000.0
HI,2013-09-30,2013,28.47,62700000.0,1785069000.0,42700000.0,664300000.0,2406669000.0
HI,2014-09-30,2014,32.85,63200000.0,2076120000.0,58000000.0,558500000.0,2576620000.0
HI,2015-09-30,2015,29.67,63200000.0,1875144000.0,48300000.0,528100000.0,2354944000.0
HI,2016-09-30,2016,30.4,63300000.0,1924320000.0,52000000.0,610100000.0,2482420000.0
HI,2017-09-30,2017,39.35,63600000.0,2502660000.0,66000000.0,465700000.0,2902360000.0
HI,2018-09-30,2018,48.21,63100000.0,3042051000.0,56000000.0,344600000.0,3330651000.0
HI,2019-09-30,2019,31.36,62900000.0,1972544000.0,399000000.0,619500000.0,2193044000.0
HIBB,2009-01-31,2009,13.31,28547435000.0,379966359850.0,20650000.0,7149000.0,379952858850.0
HIBB,2010-01-30,2010,23.53,28629000.0,673640370.0,49691000.0,234000.0,624183370.0
HIBB,2011-01-29,2011,31.41,28426000.0,892860660.0,75517000.0,2557000.0,819900660.0
HIBB,2012-01-28,2012,49.95,26978000.0,1347551100.0,55138000.0,2245000.0,1294658100.0
HIBB,2013-02-02,2013,53.6,26638000.0,1427796800.0,76911000.0,2852000.0,1353737800.0
HIBB,2014-02-01,2014,56.88,26266000.0,1494010080.0,66227000.0,3211000.0,1430994080.0
HIBB,2015-01-31,2015,51.85,25620000.0,1328397000.0,88397000.0,3465000.0,1243465000.0
HIBB,2016-01-30,2016,35.5,24129000.0,856579500.0,32274000.0,3627000.0,827932500.0
HIBB,2017-01-28,2017,30.35,22427000.0,680659450.0,38958000.0,3452000.0,645153450.0
HIBB,2018-02-03,2018,24.8,20347000.0,504605600.0,73544000.0,3185000.0,434246600.0
HIBB,2019-02-02,2019,18.39,18644000.0,342863160.0,61756000.0,3011000.0,284118160.0
HMC,2009-03-31,2009,29.06,1814635.0,52733293.099999994,690369000.0,3413638000.0,2776002293.1
HMC,2010-03-31,2010,33.79,2272990331.0,76804343284.49,1119902000.0,2132688000.0,77817129284.49
HMC,2011-03-31,2011,38.35,1905763000.0,73086011050.0,1279024000.0,2189480000.0,73996467050.0
HMC,2012-03-31,2012,36.04,1892568000.0,68208150720.0,1247113000.0,1929696000.0,68890733720.0
HMC,2013-03-31,2013,39.98,1927436000.0,77058891280.0,1206128000.0,2476594000.0,78329357280.0
HMC,2014-03-31,2014,33.3,1911059000.0,63638264699.99999,1168914000.0,2638688000.0,65108038699.99999
