symbol,date,year,stockPrice,numberOfShares,marketCapitalization,minusCashAndCashEquivalents,addTotalDebt,enterpriseValue
CLAR,2013-12-31,2013,10.65,44127777.0,469960825.05,4478000.0,38041000.0,503523825.05
CLAR,2014-12-31,2014,6.36,32567.0,207126.12000000002,31034000.0,22437000.0,-8389873.879999999
CLAR,2015-12-31,2015,4.54,32600.0,148004.0,88401000.0,20133000.0,-68119996.0
CLAR,2016-12-31,2016,5.4,30397.0,164143.80000000002,94738000.0,43796000.0,-50777856.2
CLAR,2017-12-31,2017,7.5,30022.0,225165.0,1856000.0,41684000.0,40053165.0
CLAR,2018-12-31,2018,11.19,29915.0,334748.85,2486000.0,22146000.0,19994748.85
CLAR,2019-12-31,2019,13.69,29820.0,408235.8,1703000.0,23351000.0,22056235.8
CMCSA,2009-12-31,2009,7.92,5208602150.0,41252129028.0,671000000.0,1009000000.0,41590129028.0
CMCSA,2010-12-31,2010,11.42,2808000000.0,32067360000.0,5984000000.0,31415000000.0,57498360000.0
CMCSA,2011-12-31,2011,13.18,2746000000.0,36192280000.0,1620000000.0,39309000000.0,73881280000.0
CMCSA,2012-12-31,2012,19.51,2678000000.0,52247780000.00001,10951000000.0,40458000000.0,81754780000.0
CMCSA,2013-12-31,2013,27.09,2625000000.0,71111250000.0,1718000000.0,47847000000.0,117240250000.0
CMCSA,2014-12-31,2014,26.58,2583000000.0,68656139999.99999,3910000000.0,48234000000.0,112980140000.0
CMCSA,2015-12-31,2015,27.86,2486000000.0,69259960000.0,2295000000.0,52621000000.0,119585960000.0
CMCSA,2016-12-31,2016,37.67,2410000000.0,90784700000.0,3301000000.0,61046000000.0,148529700000.0
CMCSA,2017-12-31,2017,42.34,4708000000.0,199336720000.00003,3428000000.0,64556000000.0,260464720000.00003
CMCSA,2018-12-31,2018,35.43,4584000000.0,162411120000.0,3814000000.0,111743000000.0,270340120000.0
CMCSA,2019-12-31,2019,44.14,0.0,0.0,5500000000.0,10826000000.0,5326000000.0
CMG,2009-12-31,2009,96.46,31766000.0,3064148360.0,219566000.0,0.0,2844582360.0
CMG,2010-12-31,2010,219.43,31234000.0,6853676620.0,224838000000.0,0.0,-217984323380.0
CMG,2011-12-31,2011,367.69,31217000.0,11478178730.0,401243000.0,0.0,11076935730.0
CMG,2012-12-31,2012,308.36,31513000.0,9717348680.0,322553000.0,0.0,9394795680.0
CMG,2013-12-31,2013,493.96,30957000.0,15291519720.0,323203000.0,0.0,14968316720.0
CMG,2014-12-31,2014,709.84,31038000.0,22032013920.0,419465000.0,0.0,21612548920.0
CMG,2015-12-31,2015,452.97,31092000.0,14083743240.0,248005000.0,0.0,13835738240.0
CMG,2016-12-31,2016,417.95,29265000.0,12231306750.0,87880000.0,0.0,12143426750.0
CMG,2017-12-31,2017,322.08,28491000.0,9176381280.0,184569000.0,0.0,8991812280.0
CMG,2018-12-31,2018,532.98,27823000.0,14829102540.0,249953000.0,0.0,14579149540.0
CMG,2019-12-31,2019,879.95,27740000.0,24409813000.0,480626000.0,173139000.0,24102326000.0
CMPR,2009-06-30,2009,43.14,43330166.0,1869263361.24,133988000.0,8349000.0,1743624361.24
CMPR,2010-06-30,2010,33.05,43365872.0,1433242069.6,162727000.0,65609000.0,1336124069.6
CMPR,2011-06-30,2011,26.7,0.0,0.0,236552000.0,68989000.0,-167563000.0
CMPR,2012-06-30,2012,34.1,37813504.0,1289440486.4,62203000.0,458000000.0,1685237486.4
CMPR,2013-06-30,2013,51.49,33209172.0,1709940266.28,50065000.0,238750000.0,1898625266.28
CMPR,2014-06-30,2014,37.73,32873234.0,1240307118.82,62508000.0,448059000.0,1625858118.82
CMPR,2015-06-30,2015,66.09,32644870.0,2157499458.3,103584000.0,522543000.0,2576458458.3
CMPR,2016-06-30,2016,100.17,31468685.0,3152218176.4500003,77426000.0,788743000.0,3863535176.4500003
CMPR,2017-06-30,2017,87.09,31291581.0,2725183789.29,25697000.0,876656000.0,3576142789.29
CMPR,2018-06-30,2018,143.9,30948081.0,4453428855.900001,44227000.0,826844000.0,5236045855.900001
CMPR,2019-06-30,2019,95.0,30786349.0,2924703155.0,35279000.0,1023567000.0,3912991155.0
CNK,2009-12-31,2009,14.18,113208988.0,1605303449.84,437936000.0,19567000.0,1186934449.84
CNK,2010-12-31,2010,16.82,115125384.0,1936408958.88,464997000.0,18184000.0,1489595958.88
CNK,2011-12-31,2011,19.72,115288695.0,2273493065.4,521408000.0,21784000.0,1773869065.4
CNK,2012-12-31,2012,28.1,116612244.0,3276804056.4,742664000.0,1764010000.0,4298150056.4
CNK,2013-12-31,2013,29.44,113896000.0,3353098240.0,599929000.0,1832800000.0,4585969240.0
CNK,2014-12-31,2014,37.17,114653000.0,4261652010.0,638869000.0,1822997000.0,5445780010.0
CNK,2015-12-31,2015,29.49,115080000.0,3393709200.0,588539000.0,1781335000.0,4586505200.0
CNK,2016-12-31,2016,42.31,115508000.0,4887143480.0,561235000.0,1788112000.0,6114020480.0
CNK,2017-12-31,2017,37.08,115766000.0,4292603280.0,522547000.0,1787480000.0,5557536280.0
CNK,2018-12-31,2018,40.18,116054000.0,4663049720.0,426222000.0,1780611000.0,6017438720.0
CNK,2019-12-31,2019,32.51,116306000.0,3781108060.0,488313000.0,224001000.0,3516796060.0
COLM,2009-12-31,2009,20.69,33846000.0,700273740.0,386664000.0,0.0,313609740.0
COLM,2010-12-31,2010,30.59,33725000.0,1031647750.0,234257000.0,0.0,797390750.0
COLM,2011-12-31,2011,23.0,33808000.0,777584000.0,241034000.0,18028000.0,554578000.0
COLM,2012-12-31,2012,25.42,33840000.0,860212800.0,290781000.0,20551000.0,589982800.0
COLM,2013-12-31,2013,38.15,34378000.0,1311520700.0,437489000.0,22525000.0,896556700.0
COLM,2014-12-31,2014,42.5,69807000.0,2966797500.0,413558000.0,15728000.0,2568967500.0
COLM,2015-12-31,2015,55.18,70162000.0,3871539160.0,369770000.0,99540000.0,3601309160.0
COLM,2016-12-31,2016,54.16,69683000.0,3774031280.0,551389000.0,14053000.0,3236695280.0
COLM,2017-12-31,2017,74.59,69759000.0,5203323810.0,673166000.0,0.0,4530157810.0
COLM,2018-12-31,2018,88.73,69614000.0,6176850220.0,437825000.0,31047000.0,5770072220.0
COLM,2019-12-31,2019,95.53,67837000.0,6480468610.0,686009000.0,435526000.0,6229985610.0
CPRT,2009-07-31,2009,8.91,83537000.0,744314670.0,162691000.0,0.0,581623670.0
CPRT,2010-07-31,2010,8.31,84165000.0,699411150.0,268188000.0,0.0,431223150.0
CPRT,2011-07-31,2011,10.61,75649000.0,802635890.0,74009000.0,375756000.0,1104382890.0
CPRT,2012-07-31,2012,13.24,128120000.0,1696308800.0,140112000.0,444120000.0,2000316800.0
CPRT,2013-07-31,2013,15.89,124912000.0,1984851680.0,63631000.0,372457000.0,2293677680.0
CPRT,2014-07-31,2014,17.22,125693000.0,2164433460.0,158668000.0,302901000.0,2308666460.0
CPRT,2015-07-31,2015,17.5,125914000.0,2203495000.0,456012000.0,645806000.0,2393289000.0
CPRT,2016-07-31,2016,25.57,114423000.0,2925796110.0,155849000.0,640492000.0,3410439110.0
CPRT,2017-07-31,2017,31.88,228686000.0,7290509680.0,210100000.0,633038000.0,7713447680.0
CPRT,2018-07-31,2018,64.39,231793000.0,14925151270.0,274520000.0,399898000.0,15050529270.0
CPRT,2019-07-31,2019,75.39,230489000.0,17376565710.0,186319000.0,401229000.0,17591475710.0
CRMT,2009-04-30,2009,16.35,11747183.0,192066442.05,168000.0,29839000.0,221737442.05
CRMT,2010-04-30,2010,24.22,11681880.0,282935133.59999996,268000.0,38766000.0,321433133.59999996
CRMT,2011-04-30,2011,27.1,10861403.0,294344021.3,223000.0,0.0,294121021.3
CRMT,2012-04-30,2012,42.9,9793616.0,420146126.4,276000.0,77900000.0,497770126.4
CRMT,2013-04-30,2013,45.86,9111851.0,417869486.86,272000.0,99563000.0,517160486.86
CRMT,2014-04-30,2014,36.25,8930592.0,323733960.0,289000.0,97032000.0,420476960.0
CRMT,2015-04-30,2015,53.06,8617864.0,457263863.84000003,790000.0,205370000.0,661843863.84
CRMT,2016-04-30,2016,24.02,8370478.0,201058881.56,602000.0,215804000.0,416260881.56
CRMT,2017-04-30,2017,36.55,7854238.0,287072398.9,434000.0,235888000.0,522526398.9
CRMT,2018-04-30,2018,63.7,7232014.0,460679291.8,1022000.0,152367000.0,612024291.8
CRMT,2019-04-30,2019,86.78,6810879.0,591048079.62,1752000.0,153757000.0,743053079.62
CROX,2009-12-31,2009,7.35,85112461.0,625576588.35,77343000.0,54220000.0,602453588.35
CROX,2010-12-31,2010,16.31,85482055.0,1394212317.05,145583000.0,60950000.0,1309579317.05
CROX,2011-12-31,2011,19.11,0.0,0.0,257587000.0,77624000.0,-179963000.0
CROX,2012-12-31,2012,14.77,89571105.0,1322965220.85,294348000.0,6635000.0,1035252220.8499999
CROX,2013-12-31,2013,15.24,87988798.0,1340949281.52,317144000.0,16846000.0,1040651281.52
CROX,2014-12-31,2014,10.6,85140.0,902484.0,267512000.0,11669000.0,-254940516.0
CROX,2015-12-31,2015,9.21,75604000.0,696312840.0000001,143341000.0,6399000.0,559370840.0000001
CROX,2016-12-31,2016,7.23,73371000.0,530472330.00000006,147565000.0,2378000.0,385285330.00000006
CROX,2017-12-31,2017,13.73,72255000.0,992061150.0,172128000.0,85122000.0,905055150.0
CROX,2018-12-31,2018,28.49,68421000.0,1949314290.0,123367000.0,120000000.0,1945947290.0
CROX,2019-12-31,2019,39.25,70357000.0,2761512250.0,108253000.0,253585000.0,2906844250.0
CSL,2009-12-31,2009,33.52,58064516.0,1946322576.3200002,96000000.0,148000000.0,1998322576.3200002
CSL,2010-12-31,2010,37.36,0.0,0.0,89400000.0,474100000.0,384700000.0
CSL,2011-12-31,2011,48.01,61457000.0,2950550570.0,74700000.0,762400000.0,3638250570.0
CSL,2012-12-31,2012,64.08,62513000.0,4005833040.0,112500000.0,752500000.0,4645833040.0
CSL,2013-12-31,2013,74.92,63471000.0,4755247320.0,754000000.0,751000000.0,4752247320.0
CSL,2014-12-31,2014,89.68,64170000.0,5754765600.0,730800000.0,749800000.0,5773765600.0
CSL,2015-12-31,2015,83.68,64844000.0,5426145920.0,410700000.0,748600000.0,5764045920.0
CSL,2016-12-31,2016,110.73,64226000.0,7111744980.0,385300000.0,596400000.0,7322844980.0
CSL,2017-12-31,2017,111.98,63073000.0,7062914540.0,379600000.0,1586200000.0,8269514540.0
CSL,2018-12-31,2018,107.68,60393000.0,6503118240.0,803600000.0,1789700000.0,7489218240.0
CSL,2019-12-31,2019,158.41,56913000.0,9015588330.0,351200000.0,1591600000.0,10255988330.0
CSV,2009-12-31,2009,3.85,17573000.0,67656050.0,3616000.0,1116000.0,65156050.0
CSV,2010-12-31,2010,5.02,17635000.0,88527699.99999999,1279000.0,1126000.0,88374699.99999999
CSV,2011-12-31,2011,5.61,18359000.0,102993990.0,1137000.0,1256000.0,103112990.0
CSV,2012-12-31,2012,13.85,18126000.0,251045100.0,1698000.0,15231000.0,264578100.0
CSV,2013-12-31,2013,21.02,17826000.0,374702520.0,1377000.0,17210000.0,390535520.0
CSV,2014-12-31,2014,21.8,18108000.0,394754400.0,413000.0,12936000.0,407277400.0
CSV,2015-12-31,2015,22.19,17791000.0,394782290.0,535000.0,15111000.0,409358290.0
CSV,2016-12-31,2016,26.23,16515000.0,433188450.0,3286000.0,15897000.0,445799450.0
CSV,2017-12-31,2017,26.83,16438000.0,441031540.0,952000.0,23612000.0,463691540.0
CSV,2018-12-31,2018,19.61,17971000.0,352411310.0,644000.0,8427000.0,360194310.0
CSV,2019-12-31,2019,24.15,17877000.0,431729550.0,716000.0,7160000.0,438173550.0
CTAS,2009-05-31,2009,22.84,152943918.0,3493239087.12,129745000.0,598000.0,3364092087.12
CTAS,2010-05-31,2010,23.97,154014285.0,3691722411.45,411281000.0,609000.0,3281050411.45
CTAS,2011-05-31,2011,33.03,0.0,0.0,438106000.0,1286125000.0,848019000.0
CTAS,2012-05-31,2012,38.61,129891000.0,5015091510.0,339825000.0,1284802000.0,5960068510.0
CTAS,2013-05-31,2013,45.54,123956000.0,5644956240.0,352273000.0,1309166000.0,6601849240.0
CTAS,2014-05-31,2014,63.54,120377000.0,7648754580.0,513288000.0,1300980000.0,8436446580.0
CTAS,2015-05-31,2015,84.59,115900000.0,9803981000.0,417073000.0,1300000000.0,10686908000.0
CTAS,2016-05-31,2016,98.13,108221000.0,10619726730.0,139357000.0,1300000000.0,11780369730.0
CTAS,2017-05-31,2017,126.04,104964000.0,13229662560.0,169266000.0,3133524000.0,16193920560.0
CTAS,2018-05-31,2018,185.07,106593000.0,19727166510.0,138724000.0,2535309000.0,22123751510.0
CTAS,2019-05-31,2019,237.29,106080000.0,25171723200.0,96645000.0,2849771000.0,27924849200.0
CTB,2009-12-31,2009,17.03,59742142.0,1017408678.2600001,426981000.0,172234000.0,762661678.2600001
CTB,2010-12-31,2010,23.0,86256315.0,1983895245.0,413359000.0,152832000.0,1723368245.0
CTB,2011-12-31,2011,14.97,0.0,0.0,233710000.0,152850000.0,-80860000.0
CTB,2012-12-31,2012,25.71,62561000.0,1608443310.0,351817000.0,338461000.0,1595087310.0
CTB,2013-12-31,2013,22.84,63327000.0,1446388680.0,397731000.0,338827000.0,1387484680.0
CTB,2014-12-31,2014,34.79,61402000.0,2136175580.0,551652000.0,301046000.0,1885569580.0
CTB,2015-12-31,2015,36.46,57012000.0,2078657520.0,505157000.0,308849000.0,1882349520.0
CTB,2016-12-31,2016,35.0,54480000.0,1906800000.0,504423000.0,323380000.0,1725757000.0
CTB,2017-12-31,2017,39.2,52206000.0,2046475200.0000002,371684000.0,335437000.0,2010228200.0000002
CTB,2018-12-31,2018,34.37,50350000.0,1730529499.9999998,356254000.0,136572000.0,1510847499.9999998
CTB,2019-12-31,2019,27.18,50159000.0,1363321620.0,391332000.0,321444000.0,1293433620.0
CTRN,2009-01-31,2009,11.97,14131000.0,169148070.0,33516000.0,12881000.0,148513070.0
CTRN,2010-01-30,2010,30.22,14364000.0,434080080.0,62993000.0,12773000.0,383860080.0
CTRN,2011-01-29,2011,21.99,14503000.0,318920970.0,69231000.0,14587000.0,264276970.0
CTRN,2012-01-28,2012,10.36,14589000.0,151142040.0,41986000.0,15729.0,109171769.0
CTRN,2013-02-02,2013,10.14,14671638.0,148770409.32000002,37263000.0,14435.0,111521844.32000002
CTRN,2014-02-01,2014,16.19,14798154.0,239582113.26000002,58928000.0,14651.0,180668764.26000002
CTRN,2015-01-31,2015,26.66,14960920.0,398858127.2,74514000.0,14176.0,324358303.2
CTRN,2016-01-30,2016,18.49,14996496.0,277285211.03999996,39116000.0,14603.0,238183814.03999996
CTRN,2017-01-28,2017,17.12,14656753.0,250923611.36,49253000.0,15584.0,201686195.36
CTRN,2018-02-03,2018,21.62,14058008.0,303934132.96000004,48451000.0,13762.0,255496894.96000004
CTRN,2019-02-02,2019,21.19,13030063.0,276107034.97,17863000.0,15311.0,258259345.97000003
CUK,2009-11-30,2009,34.09,788546255.0,26881541832.950005,538000000.0,950000000.0,27293541832.950005
CUK,2010-11-30,2010,46.29,788000000.0,36476520000.0,429000000.0,8624000000.0,44671520000.0
CUK,2011-11-30,2011,32.93,787000000.0,25915910000.0,450000000.0,9072000000.0,34537910000.0
CUK,2012-11-30,2012,38.08,778000000.0,29626240000.0,465000000.0,8846000000.0,38007240000.0
CUK,2013-11-30,2013,41.24,775539568.0,31983251784.32,462000000.0,1468000000.0,32989251784.32
CUK,2014-11-01,2014,42.51,0.0,0.0,331000000.0,9088000000.0,8757000000.0
CUK,2015-11-01,2015,53.47,0.0,0.0,1395000000.0,8787000000.0,7392000000.0
CUK,2016-11-01,2016,49.59,0.0,0.0,603000000.0,9454000000.0,8851000000.0
CUK,2017-11-01,2017,66.05,0.0,0.0,395000000.0,9195000000.0,8800000000.0
CUK,2018-11-01,2018,59.39,0.0,0.0,982000000.0,10323000000.0,9341000000.0
CUK,2019-11-30,2019,48.25,688940092.0,33241359439.0,518000000.0,1827000000.0,34550359439.0
CVCO,2009-03-31,2009,23.44,6481572000.0,151928047680.0,70557000.0,0.0,151857490680.0
CVCO,2010-03-31,2010,39.17,6508552000.0,254939981840.0,74988000.0,0.0,254864993840.0
CVCO,2011-03-31,2011,46.48,6578732000.0,305779463360.0,76513000.0,0.0,305702950360.0
CVCO,2012-03-31,2012,51.6,6873078000.0,354650824800.0,41094000.0,0.0,354609730800.0
CVCO,2013-03-30,2013,45.65,6956706000.0,317573628900.0,47823000.0,10169000.0,317535974900.0
CVCO,2014-03-29,2014,77.75,8262688000.0,642423992000.0,72949000.0,10187000.0,642361230000.0
CVCO,2015-03-28,2015,66.11,8854359000.0,585361673490.0,96597000.0,6590000.0,585271666490.0
CVCO,2016-04-02,2016,88.84,8889731000.0,789763702040.0,97766000.0,6262000.0,789672198040.0
CVCO,2017-04-01,2017,120.2,8976064000.0,1078922892800.0,132542000.0,6417000.0,1078796767800.0
CVCO,2018-03-31,2018,170.35,9024437000.0,1537312842950.0,186766000.0,26044000.0,1537152120950.0
CVCO,2019-03-30,2019,123.63,9080878000.0,1122668947140.0,187370000.0,19522000.0,1122501099140.0
DAN,2009-12-31,2009,10.31,104057279.0,1072830546.49,947000000.0,68000000.0,193830546.49
DAN,2010-12-31,2010,17.5,-87500000.0,-1531250000.0,1134000000.0,334000000.0,-2331250000.0
DAN,2011-12-31,2011,14.64,146600000.0,2146224000.0,931000000.0,902000000.0,2117224000.0
DAN,2012-12-31,2012,16.06,148000000.0,2376880000.0,1059000000.0,202000000.0,1519880000.0
DAN,2013-12-31,2013,19.5,146400000.0,2854800000.0,1256000000.0,1624000000.0,3222800000.0
DAN,2014-12-31,2014,20.87,158000000.0,3297460000.0,1121000000.0,1678000000.0,3854460000.0
DAN,2015-12-31,2015,11.89,159000000.0,1890510000.0,791000000.0,1575000000.0,2674510000.0
DAN,2016-12-31,2016,19.76,146000000.0,2884960000.0,707000000.0,1664000000.0,3841960000.0
DAN,2017-12-31,2017,33.22,145100000.0,4820222000.0,603000000.0,1799000000.0,6016222000.0
DAN,2018-12-31,2018,17.82,145000000.0,2583900000.0,510000000.0,1775000000.0,3848900000.0
DAN,2019-12-31,2019,15.85,144000000.0,2282400000.0,508000000.0,2356000000.0,4130400000.0
DDS,2009-01-31,2009,3.41,0.0,0.0,96823000.0,644644000.0,547821000.0
DDS,2010-01-30,2010,20.03,73689247.0,1475995617.41,341693000.0,678276000.0,1812578617.41
DDS,2011-01-29,2011,42.34,67022388.0,2837727907.92,343291000.0,746412000.0,3240848907.92
DDS,2012-01-28,2012,59.35,53507381.0,3175663062.35,224272000.0,691574000.0,3642965062.35
DDS,2013-02-02,2013,80.36,48132091.0,3867894832.7599998,124060000.0,616495000.0,4360329832.76
DDS,2014-02-01,2014,91.96,45587464.0,4192223189.4399996,237134000.0,615569000.0,4570658189.44
DDS,2015-01-31,2015,130.0,42599871.0,5537983230.0,403752000.0,615625000.0,5749856230.0
DDS,2016-01-30,2016,83.69,38982633.0,3262456555.77,202869000.0,618069000.0,3677656555.77
DDS,2017-01-28,2017,56.11,34324543.0,1925950107.73,346985000.0,613307000.0,2192272107.73
DDS,2018-02-03,2018,84.32,29470572.0,2484958631.04,187028000.0,526356000.0,2824286631.04
DDS,2019-02-02,2019,71.47,27329534.0,1953241794.98,123509000.0,366783000.0,2196515794.98
DDT,2009-01-31,2009,4.55,116924615.0,532006998.25,96823000.0,644644000.0,1079827998.25
DDT,2010-01-30,2010,19.73,73689247.0,1453888843.31,341693000.0,678276000.0,1790471843.31
DDT,2011-01-29,2011,24.0,0.0,0.0,343291000.0,746412000.0,403121000.0
DDT,2012-01-28,2012,25.1,53515000.0,1343226500.0,224272000.0,691574000.0,1810528500.0
DDT,2013-02-02,2013,25.55,48125000.0,1229593750.0,124060000.0,616495000.0,1722028750.0
DDT,2014-02-01,2014,25.55,45586000.0,1164722300.0,237134000.0,615569000.0,1543157300.0
DDT,2015-01-31,2015,26.29,42603000.0,1120032870.0,403752000.0,615625000.0,1331905870.0
DDT,2016-01-30,2016,25.82,39005000.0,1007109100.0,202869000.0,618069000.0,1422309100.0
DDT,2017-01-28,2017,25.6,34308000.0,878284800.0,346985000.0,613307000.0,1144606800.0
DDT,2018-02-03,2018,25.45,29487000.0,750444150.0,187028000.0,526356000.0,1089772150.0
DDT,2019-02-02,2019,26.01,27312000.0,710385120.0,123509000.0,366783000.0,953659120.0
DHI,2009-09-30,2009,10.96,316860465.0,3472790696.4,1922000000.0,3208000000.0,4758790696.4
DHI,2010-09-30,2010,10.43,318181818.0,3318636361.74,1282000000.0,2085000000.0,4121636361.74
DHI,2011-09-30,2011,11.61,0.0,0.0,715000000.0,1588000000.0,873000000.0
DHI,2012-09-30,2012,20.76,318100000.0,6603756000.000001,1047700000.0,4986100000.0,10542156000.0
DHI,2013-09-30,2013,19.52,322100000.0,6287392000.0,936500000.0,7018000000.0,12368892000.0
DHI,2014-09-30,2014,22.81,340500000.0,7766805000.0,661800000.0,7364800000.0,14469805000.0
DHI,2015-09-30,2015,29.44,366300000.0,10783872000.0,1383800000.0,7622500000.0,17022572000.0
DHI,2016-09-30,2016,28.64,371000000.0,10625440000.0,1303200000.0,6542300000.0,15864540000.0
DHI,2017-09-30,2017,44.31,374300000.0,16585233000.0,1007800000.0,5742600000.0,21320033000.0
DHI,2018-09-30,2018,36.36,376600000.0,13693176000.0,1473100000.0,6406500000.0,18626576000.0
DHI,2019-09-30,2019,52.19,372600000.0,19445994000.0,1494300000.0,6798400000.0,24750094000.0
DIN,2009-12-31,2009,22.74,16917000000.0,384692580000.0,82314000000.0,177958000000.0,480336580000.0
DIN,2010-12-31,2010,50.52,17240.0,870964.8,102309000000.0,153016000000.0,50707870964.8
DIN,2011-12-31,2011,47.84,17846000.0,853752640.0000001,60691000.0,1418868000.0,2211929640.0
DIN,2012-12-31,2012,72.72,17992000.0,1308378240.0,64537000.0,1209483000.0,2453324240.0
DIN,2013-12-31,2013,77.71,18871000.0,1466465410.0,106011000.0,1208237000.0,2568691410.0
DIN,2014-12-31,2014,106.75,18753000.0,2001882750.0,104004000.0,16152000000.0,18049878750.0
DIN,2015-12-31,2015,84.92,18637000.0,1582654040.0,144785000.0,1364254000.0,2802123040.0
DIN,2016-12-31,2016,68.37,18030000.0,1232711100.0,140535000.0,1357356000.0,2449532100.0
DIN,2017-12-31,2017,55.44,17725000.0,982674000.0,117010000.0,1282814000.0,2148478000.0
DIN,2018-12-31,2018,76.69,17533000.0,1344605770.0,137164000.0,1299087000.0,2506528770.0
DIN,2019-12-31,2019,87.48,16934000.0,1481386320.0,116043000.0,74103200000.0,75468543320.0
DIS,2009-10-03,2009,25.44,1858556517.0,47281677792.48,3417000000.0,12701000000.0,56565677792.48
DIS,2010-10-02,2010,33.91,1912606953.0,64856501776.229996,2722000000.0,12480000000.0,74614501776.23
DIS,2011-10-01,2011,33.38,1856004398.0,61953426805.240005,3185000000.0,13977000000.0,72745426805.24
DIS,2012-09-29,2012,49.42,1794274732.0,88673057255.44,3387000000.0,14311000000.0,99597057255.44
DIS,2013-09-28,2013,61.08,1786442476.0,109115906434.08,3931000000.0,14288000000.0,119472906434.08
DIS,2014-09-27,2014,90.23,1716544546.0,154883814385.58002,3421000000.0,14795000000.0,166257814385.58002
DIS,2015-10-03,2015,101.99,1687857933.0,172144630586.66998,4269000000.0,17336000000.0,185211630586.66998
DIS,2016-10-01,2016,94.26,1607101183.0,151485357509.58002,4610000000.0,20170000000.0,167045357509.58002
DIS,2017-09-30,2017,101.2,1543480961.0,156200273253.2,4017000000.0,25291000000.0,177474273253.2
DIS,2018-09-29,2018,111.92,1487242596.0,166452191344.32,4150000000.0,20874000000.0,183176191344.32
